"artist","firstName","gender","itemInSession","lastName","length","level","location","sessionId","song","userId"
"Drake / Lil Wayne / Young Jeezy","Lily","F","1","Koch","225.2273","paid","Chicago-Naperville-Elgin, IL-IN-WI","417","I'm Goin In","15"
"Traffic","Kate","F","35","Harrell","195.39546","paid","Lansing-East Lansing, MI","537","Something New","97"
"Straight No Chaser","Kate","F","36","Harrell","214.88281","paid","Lansing-East Lansing, MI","537","I'm Yours / Somewhere Over The Rainbow (EP Version)","97"
"Leonard Cohen","Kate","F","37","Harrell","340.53179","paid","Lansing-East Lansing, MI","537","So Long_ Marianne","97"
"The Strokes","Kate","F","38","Harrell","208.06485","paid","Lansing-East Lansing, MI","537","The Modern Age","97"
"Brad Mehldau","Kate","F","39","Harrell","651.78077","paid","Lansing-East Lansing, MI","537","Moon River (Live) (Album Version)","97"
"Selena","Kate","F","40","Harrell","329.58649","paid","Lansing-East Lansing, MI","537","Como La Flor (2005 Re-mastering) (Live)","97"
"Nirvana","Kate","F","41","Harrell","219.08853","paid","Lansing-East Lansing, MI","537","Come As You Are","97"
"Her Bright Skies","Kate","F","42","Harrell","203.54567","paid","Lansing-East Lansing, MI","537","Heartbreaker","97"
"Aerosmith","Kate","F","43","Harrell","235.36281","paid","Lansing-East Lansing, MI","537","Pink","97"
"Stephen Marley","Kate","F","44","Harrell","255.05914","paid","Lansing-East Lansing, MI","537","Chase Dem","97"
"Eric Church","Jacqueline","F","1","Lynch","171.72853","paid","Atlanta-Sandy Springs-Roswell, GA","556","My Heart's Got A Memory","29"
"David Morales W/ Tamra Keenan","Kate","F","45","Harrell","347.27138","paid","Lansing-East Lansing, MI","537","Here I Am (Album Version)","97"
"Shaggy","Jacqueline","F","2","Lynch","246.88281","paid","Atlanta-Sandy Springs-Roswell, GA","556","Boombastic","29"
"Jacky Terrasson","Jacqueline","F","3","Lynch","342.7522","paid","Atlanta-Sandy Springs-Roswell, GA","556","Le Jardin d'Hiver","29"
"Raymond Van Het Groenewoud","Kate","F","46","Harrell","163.65669","paid","Lansing-East Lansing, MI","537","Het Nummer Van God","97"
"Rammstein","Kate","F","47","Harrell","235.59791","paid","Lansing-East Lansing, MI","537","TE QUIERO PUTA!","97"
"Wykked Wytch","Jacqueline","F","4","Lynch","224.31302","paid","Atlanta-Sandy Springs-Roswell, GA","556","Ripping Flesh","29"
"Cartola","Kate","F","48","Harrell","127.242","paid","Lansing-East Lansing, MI","537","Tive Sim","97"
"Jack Johnson","Kate","F","49","Harrell","228.8322","paid","Lansing-East Lansing, MI","537","Fortunate Fool","97"
"Tom Waits","Jacqueline","F","5","Lynch","197.85098","paid","Atlanta-Sandy Springs-Roswell, GA","556","Whistlin' Past The Graveyard","29"
"Colbie Caillat","Jacqueline","F","6","Lynch","196.17914","paid","Atlanta-Sandy Springs-Roswell, GA","556","Bubbly","29"
"Coldplay","Kate","F","50","Harrell","268.38159","paid","Lansing-East Lansing, MI","537","Yellow","97"
"Does It Offend You_ Yeah?","Jacqueline","F","7","Lynch","220.57751","paid","Atlanta-Sandy Springs-Roswell, GA","556","Doomed Now","29"
"OneRepublic","Sara","F","1","Johnson","224.67873","paid","Winston-Salem, NC","411","Secrets","95"
"The Crests","Kate","F","51","Harrell","182.88281","paid","Lansing-East Lansing, MI","537","16 Candles","97"
"Mutemath","Jacqueline","F","8","Lynch","200.51546","paid","Atlanta-Sandy Springs-Roswell, GA","556","Spotlight","29"
"Muse","Sara","F","2","Johnson","304.84853","paid","Winston-Salem, NC","411","Uprising","95"
"Owl City","Kate","F","52","Harrell","231.67955","paid","Lansing-East Lansing, MI","537","Vanilla Twilight","97"
"Parachute","Jacqueline","F","9","Lynch","253.49179","paid","Atlanta-Sandy Springs-Roswell, GA","556","The New Year","29"
"Billy Bob Thornton and The Peasall Sisters","Kate","F","53","Harrell","164.80608","paid","Lansing-East Lansing, MI","537","Road to Kaintuck","97"
"Newton Faulkner","Sara","F","3","Johnson","236.66893","paid","Winston-Salem, NC","411","Dream Catch Me","95"
"Funkadelic","Kate","F","54","Harrell","626.07628","paid","Lansing-East Lansing, MI","537","Uncle Jam","97"
"Scorpions","Jacqueline","F","10","Lynch","157.04771","paid","Atlanta-Sandy Springs-Roswell, GA","556","When The Smoke Is Going Down","29"
"OneRepublic","Sara","F","4","Johnson","224.67873","paid","Winston-Salem, NC","411","Secrets","95"
"Krisiun","Jacqueline","F","11","Lynch","167.91465","paid","Atlanta-Sandy Springs-Roswell, GA","556","In League With Satan","29"
"Edward Sharpe & The Magnetic Zeros","Jacqueline","F","12","Lynch","306.31138","paid","Atlanta-Sandy Springs-Roswell, GA","556","Home","29"
"Tiger Lou","Sara","F","5","Johnson","208.45669","paid","Winston-Salem, NC","411","Sam_ As In Samantha","95"
"Aerosmith","Sara","F","6","Johnson","319.73832","paid","Winston-Salem, NC","411","Crazy","95"
"Zac Brown Band","Kate","F","55","Harrell","197.53751","paid","Lansing-East Lansing, MI","537","Different Kind Of Fine (Album)","97"
"Slightly Stoopid","Jacqueline","F","13","Lynch","204.59057","paid","Atlanta-Sandy Springs-Roswell, GA","556","Bandelero","29"
"Jack Johnson","Kate","F","56","Harrell","173.42649","paid","Lansing-East Lansing, MI","537","Wrong Turn","97"
"Creedence Clearwater Revival","Jacqueline","F","14","Lynch","141.60934","paid","Atlanta-Sandy Springs-Roswell, GA","556","Bad Moon Rising","29"
"Erin Bode","Sara","F","7","Johnson","252.05506","paid","Winston-Salem, NC","411","Here_ There And Everywhere","95"
"Limi-T 21","Jacqueline","F","15","Lynch","210.70322","paid","Atlanta-Sandy Springs-Roswell, GA","556","Estoy Enamorado De Ella (Salsa)","29"
"Static-X","Kate","F","57","Harrell","266.47465","paid","Lansing-East Lansing, MI","537","The Trance Is The Motion [Live]","97"
"Cage The Elephant","Sara","F","8","Johnson","175.12444","paid","Winston-Salem, NC","411","Ain't No Rest For The Wicked (Original Version)","95"
"Kollaa KestÃÂ¤ÃÂ¤","Jacqueline","F","16","Lynch","101.19791","paid","Atlanta-Sandy Springs-Roswell, GA","556","Musti Sotakoira (2007 Digital Remaster)","29"
"Jacky Terrasson","Jacqueline","F","17","Lynch","342.7522","paid","Atlanta-Sandy Springs-Roswell, GA","556","Le Jardin d'Hiver","29"
"Arthur Conley","Sara","F","9","Johnson","140.69506","paid","Winston-Salem, NC","411","Sweet Soul Music (Single/LP Version)","95"
"Five Finger Death Punch","Sara","F","10","Johnson","200.17587","paid","Winston-Salem, NC","411","Stranger than Fiction","95"
"Yann Tiersen","Jacqueline","F","18","Lynch","267.78077","paid","Atlanta-Sandy Springs-Roswell, GA","556","Le Moulin","29"
"Vampire Weekend","Sara","F","11","Johnson","159.81669","paid","Winston-Salem, NC","411","I Stand Corrected (Album)","95"
"BjÃÂ¶rk","Sara","F","12","Johnson","348.57751","paid","Winston-Salem, NC","411","Undo","95"
"Bananarama","Jacqueline","F","19","Lynch","219.0624","paid","Atlanta-Sandy Springs-Roswell, GA","556","Venus","29"
"Red Hot Chili Peppers","Jacqueline","F","20","Lynch","334.65424","paid","Atlanta-Sandy Springs-Roswell, GA","556","Snow [Hey Oh] (Album Version)","29"
"The Adverts","Sara","F","13","Johnson","122.09587","paid","Winston-Salem, NC","411","We Who Wait (Single)","95"
"She & Him","Sara","F","14","Johnson","162.66404","paid","Winston-Salem, NC","411","Sweet Darlin'","95"
"Florence + The Machine","Sara","F","15","Johnson","219.66322","paid","Winston-Salem, NC","411","Dog Days Are Over (Radio Edit)","95"
"The Police","Jacqueline","F","22","Lynch","265.79546","paid","Atlanta-Sandy Springs-Roswell, GA","556","The Bed's Too Big Without You","29"
"The Cinematic Orchestra feat. Lou Rhodes","Sara","F","16","Johnson","522.68363","paid","Winston-Salem, NC","411","Time and Space","95"
"Spacehog","Jacqueline","F","23","Lynch","299.49342","paid","Atlanta-Sandy Springs-Roswell, GA","556","In The Meantime (LP Version)","29"
"Owl City","Jacqueline","F","24","Lynch","231.67955","paid","Atlanta-Sandy Springs-Roswell, GA","556","Vanilla Twilight","29"
"Dead Kennedys","Sara","F","17","Johnson","160.78322","paid","Winston-Salem, NC","411","Too Drunk to Fuck","95"
"The Game","Jacqueline","F","25","Lynch","157.88363","paid","Atlanta-Sandy Springs-Roswell, GA","556","No More Fun And Games","29"
"Kid Cudi","Sara","F","18","Johnson","259.00363","paid","Winston-Salem, NC","411","Cudi Zone","95"
"M. Pokora","Jacqueline","F","26","Lynch","198.29506","paid","Atlanta-Sandy Springs-Roswell, GA","556","Danse Pour Moi","29"
"Kanye West","Jacqueline","F","27","Lynch","237.47873","paid","Atlanta-Sandy Springs-Roswell, GA","556","Flashing Lights","29"
"Five Iron Frenzy","Sara","F","19","Johnson","236.09424","paid","Winston-Salem, NC","411","Canada","95"
"Pearl Jam","Jacqueline","F","28","Lynch","67.44771","paid","Atlanta-Sandy Springs-Roswell, GA","556","Encore Break","29"
"Les MisÃÂ©rables - 10th Anniversary Concert","Sara","F","20","Johnson","128.05179","paid","Winston-Salem, NC","411","Lovely Ladies","95"
"Wayne Newton","Jacqueline","F","30","Lynch","154.74893","paid","Atlanta-Sandy Springs-Roswell, GA","556","Danke Schoen","29"
"Rage Against The Machine","Sara","F","22","Johnson","319.50322","paid","Winston-Salem, NC","411","Bulls On Parade","95"
"Yeasayer","Jacqueline","F","31","Lynch","299.38893","paid","Atlanta-Sandy Springs-Roswell, GA","556","Love Me Girl","29"
"Alceu ValenÃÂ§a","Sara","F","23","Johnson","162.58567","paid","Winston-Salem, NC","411","Recado Falado (MetrÃÂ´ Da Saudade)","95"
"Plain White T's","Jacqueline","F","32","Lynch","232.202","paid","Atlanta-Sandy Springs-Roswell, GA","556","Hey There Delilah","29"
"Maxwell","Sara","F","24","Johnson","255.242","paid","Winston-Salem, NC","411","Pretty Wings","95"
"Death Cab for Cutie","Jacqueline","F","33","Lynch","136.12363","paid","Atlanta-Sandy Springs-Roswell, GA","556","The Sound of Settling (Album Version)","29"
"Smile Empty Soul","Sara","F","25","Johnson","218.61832","paid","Winston-Salem, NC","411","Bottom of a Bottle (Explicit Album Version)","95"
"Usher","Jacqueline","F","34","Lynch","252.96934","paid","Atlanta-Sandy Springs-Roswell, GA","556","You'll Be In My Heart","29"
"Corona","Sara","F","26","Johnson","264.202","paid","Winston-Salem, NC","411","The Rhythm Of The Night","95"
"Daisuke Miyatani","Jacqueline","F","35","Lynch","231.23546","paid","Atlanta-Sandy Springs-Roswell, GA","556","Summer Child","29"
"Eddie Vedder","Sara","F","27","Johnson","199.23546","paid","Winston-Salem, NC","411","End Of The Road","95"
"FM Static","Jacqueline","F","36","Lynch","182.41261","paid","Atlanta-Sandy Springs-Roswell, GA","556","Boy Meets Girl (And Vice Versa)","29"
"Young Money featuring Lloyd","Kaleb","M","0","Cook","196.33587","free","Yuba City, CA","364","BedRock (Radio Edit) (feat.Lloyd)","54"
"Jukebox The Ghost","Sara","F","28","Johnson","254.30159","paid","Winston-Salem, NC","411","Good Day","95"
"Johnny Bristol","Kaleb","M","1","Cook","198.1122","free","Yuba City, CA","364","Hang On In There Baby","54"
"Tegan And Sara","Sara","F","29","Johnson","141.50485","paid","Winston-Salem, NC","411","Call It Off (Album Version)","95"
"Dead Poetic","Sara","F","30","Johnson","246.38649","paid","Winston-Salem, NC","411","Dimmer Light","95"
"Howard Jones","Sara","F","31","Johnson","274.31138","paid","Winston-Salem, NC","411","Dig This Well Deep","95"
"Mohsen Namjoo","Sara","F","32","Johnson","395.15383","paid","Winston-Salem, NC","411","Toranj","95"
"the bird and the bee","Sara","F","33","Johnson","246.59546","paid","Winston-Salem, NC","411","Love Letter To Japan","95"
"Esa Pakarinen","Sara","F","34","Johnson","141.66159","paid","Winston-Salem, NC","411","Hullu mies hullu","95"
"Linkin Park","Sara","F","35","Johnson","268.61669","paid","Winston-Salem, NC","411","New Divide (Album Version)","95"
"Lil Wayne / Bobby Valentino / Kidd Kidd","Jayden","F","1","Duffy","286.95465","free","Seattle-Tacoma-Bellevue, WA","509","Mrs. Officer","76"
"The Buggles","Sara","F","36","Johnson","198.08608","paid","Winston-Salem, NC","411","Video Killed The Radio Star","95"
"Roberto Torres","Jayden","F","2","Duffy","237.84444","free","Seattle-Tacoma-Bellevue, WA","509","La Muy_ Muy","76"
"Frumpies","Sara","F","37","Johnson","134.47791","paid","Winston-Salem, NC","411","Fuck Kitty","95"
"Francisca Valenzuela","Sara","F","39","Johnson","212.84526","paid","Winston-Salem, NC","411","Afortunada","95"
"The Killers","Jayden","F","3","Duffy","218.85342","free","Seattle-Tacoma-Bellevue, WA","509","This Is Your Life","76"
"Lil Wayne / Eminem","Sara","F","40","Johnson","229.58975","paid","Winston-Salem, NC","411","Drop The World","95"
"The All-American Rejects","Jayden","F","4","Duffy","238.86322","free","Seattle-Tacoma-Bellevue, WA","509","Move Along","76"
"City And Colour","Sara","F","41","Johnson","228.54485","paid","Winston-Salem, NC","411","Confessions","95"
"Of Montreal","Martin","M","0","Johnson","271.38567","free","Minneapolis-St. Paul-Bloomington, MN-WI","415","Faberge Falls For Shuggie","55"
"Ilan Eshkeri / London Metropolitan Orchestra / Andy Brown","Sara","F","42","Johnson","201.61261","paid","Winston-Salem, NC","411","The Star Shines","95"
"Sniff 'n' The Tears","Sara","F","43","Johnson","220.89098","paid","Winston-Salem, NC","411","Driver's Seat","95"
"OneRepublic","Martin","M","1","Johnson","230.63465","free","Minneapolis-St. Paul-Bloomington, MN-WI","415","Say (All I Need)","55"
"Jack Johnson","Sara","F","44","Johnson","212.68853","paid","Winston-Salem, NC","411","Breakdown","95"
"Collie Buddz","Martin","M","2","Johnson","224.91383","free","Minneapolis-St. Paul-Bloomington, MN-WI","415","..Come Around","55"
"The All-American Rejects","Sara","F","45","Johnson","194.55955","paid","Winston-Salem, NC","411","Dirty Little Secret","95"
"Salvador","Martin","M","3","Johnson","250.67057","free","Minneapolis-St. Paul-Bloomington, MN-WI","415","Find The Reason (Album Version)","55"
"The Dresden Dolls","Sara","F","46","Johnson","286.40608","paid","Winston-Salem, NC","411","Coin-Operated Boy","95"
"The Verve","Martin","M","5","Johnson","360.25424","free","Minneapolis-St. Paul-Bloomington, MN-WI","415","Bitter Sweet Symphony","55"
"The fFormula","Sara","F","47","Johnson","239.96036","paid","Winston-Salem, NC","411","Cold Blooded (Acid Cleanse)","95"
"Brad Paisley","Sara","F","48","Johnson","256.10404","paid","Winston-Salem, NC","411","Then","95"
"Sick Of It All","Sara","F","49","Johnson","52.32281","paid","Winston-Salem, NC","411","Clobberin' Time","95"
"The Killers","Sara","F","50","Johnson","206.10567","paid","Winston-Salem, NC","411","Why Don't You Find Out For Yourself","95"
"Edward Sharpe & The Magnetic Zeros","Sara","F","52","Johnson","306.31138","paid","Winston-Salem, NC","411","Home","95"
"Leona Lewis","Sara","F","53","Johnson","203.88526","paid","Winston-Salem, NC","411","Forgive Me","95"
"Cream","Sara","F","55","Johnson","166.71302","paid","Winston-Salem, NC","411","Tales Of Brave Ulysses","95"
"BeyoncÃÂ©","Sara","F","56","Johnson","261.74649","paid","Winston-Salem, NC","411","Halo","95"
"Matthew Jay","Sara","F","57","Johnson","220.62975","paid","Winston-Salem, NC","411","Become Yourself","95"
"Reel Big Fish","Sara","F","58","Johnson","64.67873","paid","Winston-Salem, NC","411","Another F.U. Song (Album)","95"
"Talib Kweli","Sara","F","59","Johnson","187.74159","paid","Winston-Salem, NC","411","Eat To Live (Amended Version)","95"
"PJ Harvey","Sara","F","60","Johnson","64.88771","paid","Winston-Salem, NC","411","No Child Of Mine","95"
"Wet Wet Wet","Sara","F","61","Johnson","219.81995","paid","Winston-Salem, NC","411","Goodnight Girl","95"
"Lifehouse","Sara","F","62","Johnson","236.25098","paid","Winston-Salem, NC","411","All In","95"
"Bram Vermeulen","Sara","F","63","Johnson","251.42812","paid","Winston-Salem, NC","411","Mamma","95"
"BjÃÂ¶rk","Sara","F","64","Johnson","348.57751","paid","Winston-Salem, NC","411","Undo","95"
"Cat Stevens","Sara","F","65","Johnson","231.60118","paid","Winston-Salem, NC","411","Where Do The Children Play?","95"
"El Coyote Y Su Banda Tierra Santa","Sara","F","66","Johnson","190.51057","paid","Winston-Salem, NC","411","Me Voy A Ir","95"
"22-20s","Sara","F","67","Johnson","237.16526","paid","Winston-Salem, NC","411","Such A Fool","95"
"Telepopmusik","Sara","F","68","Johnson","332.95628","paid","Winston-Salem, NC","411","Love Can Damage Your Health","95"
"Arthur & Yu","Sara","F","69","Johnson","162.61179","paid","Winston-Salem, NC","411","The Ghost Of Old Bull Lee","95"
"Five Iron Frenzy","Sara","F","70","Johnson","236.09424","paid","Winston-Salem, NC","411","Canada","95"
"The Notorious B.I.G.","Sara","F","71","Johnson","204.66893","paid","Winston-Salem, NC","411","Ten Commandments (Amended Version)","95"
"Des'ree","Kaylee","F","1","Summers","246.30812","free","Phoenix-Mesa-Scottsdale, AZ","139","You Gotta Be","8"
"Mr Oizo","Kaylee","F","3","Summers","144.03873","free","Phoenix-Mesa-Scottsdale, AZ","139","Flat 55","8"
"Tamba Trio","Kaylee","F","4","Summers","177.18812","free","Phoenix-Mesa-Scottsdale, AZ","139","Quem Quiser Encontrar O Amor","8"
"The Mars Volta","Kaylee","F","5","Summers","380.42077","free","Phoenix-Mesa-Scottsdale, AZ","139","Eriatarka","8"
"Infected Mushroom","Kaylee","F","6","Summers","440.2673","free","Phoenix-Mesa-Scottsdale, AZ","139","Becoming Insane","8"
"Blue October / Imogen Heap","Kaylee","F","7","Summers","241.3971","free","Phoenix-Mesa-Scottsdale, AZ","139","Congratulations","8"
"Girl Talk","Kaylee","F","8","Summers","160.15628","free","Phoenix-Mesa-Scottsdale, AZ","139","Once again","8"
"Black Eyed Peas","Sylvie","F","0","Cruz","214.93506","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","9","Pump It","10"
